sample_id	KMV_362	KMV_364	KMV_370	KMV_372	KMV_373	KMV_375	KMV_377	KMV_380	KMV_382	KMV_383	KMV_384	KMV_386	KMV_388	KMV_390	KMV_391	KMV_392	KMV_393	KMV_394	KMV_395	KMV_401	KMV_403	KMV_404	KMV_405	KMV_406	KMV_408	KMV_409	KMV_415	KMV_416	KMV_417	KMV_418	KMV_421	KMV_424	KMV_425	KMV_428	KMV_429	KMV_438	KMV_439	KMV_440	KMV_443	KMV_444	KMV_446	KMV_448	KMV_449	KMV_450	KMV_452	KMV_453	KMV_456	KMV_457
outcome	susceptible	susceptible	susceptible	susceptible	resistant	susceptible	susceptible	susceptible	susceptible	susceptible	susceptible	resistant	resistant	resistant	susceptible	susceptible	susceptible	susceptible	resistant	resistant	resistant	resistant	resistant	resistant	susceptible	susceptible	resistant	resistant	resistant	susceptible	susceptible	susceptible	susceptible	susceptible	resistant	resistant	resistant	susceptible	resistant	susceptible	susceptible	resistant	resistant	resistant	resistant	resistant	resistant	resistant
m_2053	762944543	1198769245	1037000994	166504252	230843278	731667113	400846486	988327508	82507851	760789427	754526348	126302613	760022930	799316731	876273514	559397159	1176887837	3860941	91174385	1218589342	1287342458	361743114	503136183	102257413	1119982245	166662603	1774747700	64518399	1179616686	1133807237	375716766	985006971	793699075	207150732	732096747	1098562325	40301097	602355574	606053150	1109614167	103574282	617331325	1345959752	872439948	9980591	502674172	583039368	392337437
m_2054	1165816	2856503	1151929	2347939	1604451	1327315	1929783	1026963	626432	968105	2042053	609055	4401051	4341252	1799858	570096	3157860	327473	405625	2705628	1995008	1521722	2236093	721486	1340458	1284930	1346828	557322	3320287	5339427	525953	3985143	2790146	1501550	2169223	4834145	859204	3325296	2728417	971892	865479	1938179	840448	2427123	473102	2158413	1401168	1652296
m_100000007	6554077	3744691	7233554	4283492	31639319	5462326	6118015	1640584	2233495	1719095	2852326	10691113	5138247	19002139	3865408	16738238	5352377	2863080	7366932	2826311	6052431	77438170	3449205	6212494	3666482	15689013	1902894	2562298	13437126	1956848	3844854	3670762	2532314	3759502	5429171	2277864	4251042	4173617	2128468	9664649	4475329	7182638	2761696	2935779	5547907	7544619	2633715	5982545
m_100000008	40593823	6479599	19959118	3464005	23068048	7750620	4663451	6256546	11802987	14497534	14712857	3022382	12392364	4754080	12994650	25261592	3901487	6685083	7732844	2876229	16616990	20855149	11995350	20129553	13536922	12935273	7090491	7596366	26163076	2354526	1846180	2206083	4631836	5076932	4979370	49354378	13510722	5405310	3021811	19396105	4644270	4158181	11613936	28320711	3816248	27627316	6237202	2793802
m_100000010	144326301	158092267	159825531	138576841	282648388	164341049	115485696	61888312	247391635	497780360	697056534	46107223	430337504	132591731	106047366	181483329	102459732	197922848	40284466	112596015	218559985	377799881	231149492	63570285	145652989	206005174	84481099	57713774	132629190	212284120	136435437	117444007	87982639	107642822	116141292	174440771	338321978	110221444	101267484	164290461	178996032	155826004	96435600	110936773	41994705	629558944	204025851	170251275
m_100000011	5968673	28712372	9686165	20885301	12004510	13860352	38429488	1341532	29018264	2146929	7107938	4707958	8672893	34696152	6143366	2129353	37840693	23051919	2190101	24637211	20986037	2040221	28128017	2726555	11361820	9144542	12950029	2316052	7387855	97221610	38549986	35811716	18525078	35646026	29149963	41562086	48213760	31988166	23307364	5964662	54397384	24858538	12550436	14853725	259648	25377080	22991147	80199984
m_100000013	1504575	1221836	948234		1232638	479148	978997					5752444	1094160		753224	838406	616946		325740	816182	1104311	630793	917841	526650	801459				897228	732836		921432		649420	1269925	887215	1654390	428715	716955	999900		619428	540155	574822		1917067	887254	1023605
m_100000015	147490	161848	193617	655000	1009315		73730	370420	49751	146991		624116	41453	811916	1647423	572121		661060	545789	1991358	829607	452747	74918	1663968	135608	93078	331579	1109095	142730	105996	158215	67338	121337	66775	66755		427295	136501			2644349		583228		472104			123305
m_100000016	4418066	7966616	4323082	6256550	4850409	8564364	7258037	1141310	8428779	2607377	5825190	3033191	5274433	9875577	2893952	3099045	9292795	4000025	3068083	3751984	8209248	4337873	5478090	11123988	4485052	9487884	4065226	9146403	3344272	17332897	9924181	9247023	2694288	4926628	4344957	11507635	2779570	11024720	9808061	2568335	4775513	10420882	1044700	5958106	10898094	6508662	12713295	13689763
m_100000036	299786	1479244	662615	1316954	233590	462493	1653074	370664	211980	211096			238137	1103296	238598	336787	4117693	289810		1783481	594707	385166			317416		812989		303683	1558393	596036	1900321	1839802	720219	199509			289569	453312	733117	1350009	523847			313482	645404	383450	3887727
m_100000039	99737548	79711963	43856201	126151220	36239174	105162168	113359072	18326545	98358570	30832007	21384787	25548075	90128743	64780731	66424711	22121544	105372790	50456986	20342424	58368339	32969084	15999626	48230519	13732448	51036672	36332816	28889366	8666621	40474834	94203688	90719600	104134569	79534824	96469064	70400924	102377734	83369096	38012636	93746276	28039455	262394829	89693501	63354749	62055055	68174899	80714173	93610260	161838615
m_100000042		478048		4296816	1669544	322700	486536		886049	84031		280068	98481		7848510			1878955	2259573	482608	1274464	486187	1201739	1763693	533491	780481				144327			1038297	157475		929551	1698044		1773954	112024	6649193	100863	89169			574948	715228	688936
m_100000044	662325	64155		1051580	712427		449294		184408			95472	41398		1012364			590441	1475319	96681	458278	38572	524318	2357274		235472		353106	79324			6562714	618642			63812	1275944		274123		665790				1181772		318870	
m_100000054	12399828			2462950	1743848				84721			404366			50173147	127494		1402238	13349373	216561		577646	257431	1729252	755475	95759		1055466	194301	171192		327553	240496		160964	139495	1704577		2181155		38548791			122362	3335913		213867	85786
m_100000086		228190		101538	91223	174685	929034		33194	114968		54240	32976	694000	183805	203706	203296		159434	493632	1222395	535557	494564	244313	92884	150162	589566	64806	77624	3031851	854723	701724	405758	362861	263731	599983	658481	2633418	1001437	97203	80428	810631	96325	109774	95497	822968	252102	275567
m_100000096	1626062	1526160	565125	2329298	2991798	1813182	1298447	575307	2788725	617479	1186750	3534499	1928834	1583953	2851998	680974	2206410	1007772	3794037	1337308	1909821	587456	4023685	9506706	1350192	3330851	550360	7224986	2282309	1024733	2139068	1293334	847146	1564258	1056696	1278305	3166385	566711	645620	640478	4285612	1520709	1547196	736634	1187009	2133807	2982190	3560088
m_100000098	307227	958660	3366633	395549	279548	446885	640100	316477	6372566	989231	389669	243481	9355949	14252018	3569844	668071	1667337	349599	307400	1407357	1088177	1121792	528930	308402	7109446	334668	1818708	546200	762186	16885513	6792200	738843	1408913	11418102	845494	1547169	1078288	712168	1900477	1306387	874918	691096	576180	802191	223316	630951	698603	21033667
m_100000101	1811547	3395488	1148206	2824319	2890364	5807833	3248436	456715	4800610	1916647	2168974	1192010	2630121	4502483	886378	1422912	4241727	3022547	849878	2452710	3645556	2159846	3184656	2284747	1625221	3822582	2106100	1968681	889482	7714423	5911465	4361211	2271919	3016747	2117556	4554636	2001626	5114652	1902122		1774596	4278576	439494	2677102	4987218	3055164	4561264	
m_100000103	109073	140033	3244733	125474	634916	321070	92014	118525	1339168	303489			1378559			4394443	98856	298259	8956218		422870		526596			12843868	3047175	1892687	3999931				906059	1506350					68408	392451		61934		341051	295936		106232	
m_100000110	504484	608787	245343	807591	251633	350084	1189814		1469747			3893267		429880	536646		524303	8903024	5049194	401398		189691	420331	505522	238650	577986	226541	2699982	273163	1623643	89731	736749	5375590	1233693	1619213	2229327	98449037	633694	7557306		17049789	408469	26062089	406855	10721636	188067	101828	601917
m_100000115	4971041	11124987	24313553	6914225	14409933	14885135	13924665	3722720	14953950	2435884	5240093	1896539	17834227	9728902	23406859	2646774	6081963	7360720	11552240	7938247	37902076	8250365	16302722	5661696	40975634	11736492	24944698	1663576	11550078	15244453	7519793	7271542	9762452	12834538	19727147	13137847	79167432	7632337	25896157	16208077	6886705	7527672	8046313	31907692	6745379	6773294	39589116	9134182
m_100000125	14432835	18758084	9803209	11473127	4025029	12048838	8162161	5338135	10434975	8163706	2264041	3372035	10868981	13918411	3019899	3373361	11895580	6818434	1216777	3640950	6309354	5139313	4945684	800912	3006895	1744693	11526285	4252287	11464748	3133152	15659069	7639260	1698233	14113083	13859003	6175442	889878	3360438	3586906	11889376	5562837	14917893	1443255	5597708	2094102	634381	5613634	11224393
m_100000135	36163543	53641408	39642293	25234017	8605622	53950318	49311744	17127486	74105757	10729064	8851683	3117524	48194948	39149938	38715677	2714702	42019503	12156685	3923744	49188320	142102024	18869600	18933844	267650	95786881	5037094	23985759	1219258	19514932	24941788	21585518	56211396	47990986	19422931	39153085	15048586	1616851	11624454	18412720	58616777	41156554	29034433	13199137	19938348	8961363	7007021	86280592	96280620
m_100000251	87259	776660	72816	153207	100786	178725	164969	187059	134083	205128	403016	109912	427275	339855	611016	160148	748361		55580	146208	256146	155053	185305	405224	770070	143982	432804	168183	1057107	721485	608768	675074	1682861	148961	402473	207608		467501	417256	445476	1336048	776379	506027	440385	679893	764909	755655	1329875
m_100000257	8675740	9183883	23565646	10482219	14399859	15795114	6864320	9078916	11174849	37399397	8445572	9401073	14696297	11147325	10139648	8367933	4026251	10482798	8002445	5476175	9708534	16819480	15079208	8268215	6288700	12934996	8542055	10489909	8249330	989864	5151587	3607136	2114311	5367069	2668498	2691765	9550819	3402063	5891852	30323143	5330981	9924224	7532046	9255156	2707484	9344407	7919409	2893065
m_100000258	4297423	3789024	9190663	3766647	13739517	10270856	1220997	1664853	8648126	9590734	6946646	1392537	1165376	22537821	3719099	6623160	3590680	3912129	6438742	6593861	14811903	6144274	1535004	3435313	5370350	7677365	5255896	2286692	4587179	8692855	10181310	9878470	4446173	5314654	7708891	9702530	5768175	11526431	586943	2404306	1169278	11660189	6156117	9644650	4011814	6772085	5955371	13199921
m_100000263	1431417	2662497	4892148	1264253	2745387	2340366	1163456	1524555	1467713	3360687	3719111	1171257	3701367	2439352	2380088	2617469	1860118	1694896	2376097	1111179	1842502	7374730	1935072	4610773	2677306	2378153	1757528	7797275	5028574	2101534	1339944	1278762	1369930	1397241	1681946	1637965	3097648	1890996	1558034	3696769	646039	1948210	1044439	1755434	887004	1461772	2907199	1208403
m_100000264				150494														62363	78657	141466				91801						168175			126078						141282		279178							
m_100000265	191297	78692		217625	68117	112268	120150		138620	71121		198001		193215	156941	139426	83616	178572	223065		78339	46488	87509	469194		990885	60095	448304		129313	77864		140773	74803	117546	86925	385958	99702	116951		498609	64373	156726		768549	125448	76376	119263
m_100000269	1012559	826266	2140066	627603	852283	1383165	486415	85724	697537	1315768	444991	12523278	3795010	1343819	2146785		207447	2499532	4654491	143764	400261	797618	2526872	28213874		1657668	720465	25873245	1181325	727728	823874	2810402	575091	987032	906451	881997	4940788	372473	4097343	1190970		934220	7086319	720350	27450490	716762	912188	997728
m_100000272	566056	284644	172165	564067	369923	508969	379834			214330	166831	609197	452535		786544		263766		504432	279642	502511	265638	306929	970197	234236	420748	548601	264254	557724	900377	387408	252588	396144	671512	307143	303274	1212837	119187	229514	534026	263594	491888	368725	467706	490564	270418	241656	338338
m_100000275	284052		494872							846308	3305387	382927	601676	1995883		1240915		87432	8182906		169726	6116800	310588	10494113	110854	1280106	821496	7402025	518730								3325573			3646359			1979313	355258	200425			
m_100000276	3063227	3096834	3961807	728235	7426639	4023400	927890	2841711	2353366	5189354	14350199	801110	10108685	21229735	582185	3822990	968973	3665914	34001709	352705	1974120	14620937	3257120	1421360	1688970	12329195	6034294	3409219	4811987		1301696	117397	556127	787220	499885	429580	6693478	1048416		9916070	1077103	1580999	2670611	3560171	761041	562727	536224	252392
m_100000282	17087219	33394094	20007863	25814678	4544307	20612364	30000104	14374441	26978704	13742357	14030179	3057259	16640403	26761830	7730461	9155705	53340341	5238183	6332505	12598497	23304937	13176709	12666597	3693877		13952122	26198914	5204549	26816323	34287214	26776968	49585861	33826544	35810877	25150907	25742478	12444370	30581643	14995108	14949876	15642024	33073444	15800182	8813704	2720968	41936355	17931211	57394761
m_100000283	117031278	154557711	150998023	83510332	63366556	132386123	182246776	28149257	160805883	33068929	33949233	64973609	108835418	91286742	110384576	40220100	158091414	111400982	59355306	184174856	134913361	76862946	81974805	20138571	187430880	71799011	50813501	21753890	82775187	122974275	85621646	165343993	102478526	95875776	133290177	76314373	18274435	95987448	171695330	50480662	111881378	115520355	33876501	93793630	47634501	100617191	171543882	160246726
m_100000285	4543403	14907005	4022434	6762545	3477987	7581337	11248263	2302506	3874659	3400110	3360150	1840208	3228634	5683511	3678038	1506884	9543796	2918553	3602073	7424408	6446367	2739249	3882962	3620890	4439561	4126489	7724078	2453307	6700291	11907959	8592286	11212168	10603179	9419066	9377697	13845147	3281615	5588021	6376878	3826995	17562443	6238628	4869020	5707496	5307218	7926652	6195139	10372747
m_100000292	10797196	633852	449531	8095125	164647	1429987	2094988	552004	300420	211775	515991	375590	491688	340984	375235	73042	310309	2256243	10122240	128040	331883	535397	7534807	558558	6052896	219841	1586599	2731485	273395	67123	456166	260584	163743	147448	135871	112042	25873976	355701	95177	1844361	1811103	208476	6121049	2159289		832628	415431	515219
m_100000295	1067735		8334525		716589	946220	519070	627847	940790	1262018	312361			1659007	1444738	736598		641139							397012	583068	517588		1281671								1048356			7967875	1318068		2093628		743241		328214	
m_100000299	1964668	5148773	1437916	4184614	3107904	8087482	3505662		9365597	2581706	752313	231940	3109882	2683666	1351222	1617698	4336754	2264995	971597	4177104	1600942	1057975	3058660	1671082	1054531	2231435		324424	2572188	1057922	3654808	5462213	2327818	134358	3663647	1773747		2009520	2223664	2791124	1646631	4715809		540838	495405	1465960	9860476	14469374
m_100000409	119973	244591	133104	193203									130991	326138	421718		418252	61681		409826	346501	194504					205640			314777	95453		184666	318169			177803	858628	187548	391398		131600				465262	282919	321024
m_100000436	623563	1128685	11402577	1079918	4178042	1277030		132787	6606423	9814263	379433		1019576	597552	830348		286381	2018567	4390667	199581	213691	164802	473085	852670	1233037			1710561	7463153	107536	4209273	1261518	1262775	669763	609990	390011	1106796	2194156	1317831	443416	1336190	1096982	654910	772172	692297	1599082	238793	
m_100000437		201129								135413		188848										154839			165414											539517		1005256		458246								295778
m_100000442	11656407	3825951	91405961	5061534	6424749	7262150	12365327	31327217	1975047	22017264	4326071	38492226	5182174	201279418	21155807	25716696	2331538	4660277	5500619	3601027	20891808	123726104	12815333	11392418	7364244	5453853	12398467	7232137	8637266	2040680	1883410	1672580	7118628	6466222	2164393	2967940	7244520	2649937	1445845	235903394	15372297	2639205	30004075	15535136	9224883	5969504	1399116	27589880
m_100000445		294163			95497			64327								672172		2387155						222729	3914339						57332		668983		396676													
m_100000447	2852940	4747400	3070291	5329090	5146652	3609141	354107	2310288	811226	2810722	4720881	1334306	4624320	354766	3994220	5698699	6252537	4496452	1145763	3119339	5112224	5850115	5307491	7313411	5381732	3195308	1683555	1355621	3407644	2046202		2074060	2484949	1285172	5472174	2353621	6198194	1791226	2502014	2091877	4483844		4755874	3914280	1015950	4607655	3109817	
